"sum","avg"
"478","478.0000000000000000"
"1566","1566.0000000000000000"
"45","45.0000000000000000"
"906","906.0000000000000000"
"116","116.0000000000000000"
"1542","1542.0000000000000000"
"551","275.5000000000000000"
"448","448.0000000000000000"
"104","104.0000000000000000"
"1129","1129.0000000000000000"
"930","930.0000000000000000"
"413","413.0000000000000000"
"745","745.0000000000000000"
"1041","1041.0000000000000000"
"574","574.0000000000000000"
"368","368.0000000000000000"
"1525","1525.0000000000000000"
"1288","1288.0000000000000000"
"477","477.0000000000000000"
"1487","743.5000000000000000"
"1244","1244.0000000000000000"
"957","957.0000000000000000"
"1482","1482.0000000000000000"
"4243","1414.3333333333333333"
"153","153.0000000000000000"
"1446","1446.0000000000000000"
"475","475.0000000000000000"
"1671","1671.0000000000000000"
"2130","1065.0000000000000000"
"1612","1612.0000000000000000"
"895","895.0000000000000000"
"1080","1080.0000000000000000"
"1359","1359.0000000000000000"
"150","150.0000000000000000"
"966","966.0000000000000000"
"940","940.0000000000000000"
"2841","710.2500000000000000"
"555","555.0000000000000000"
"1773","886.5000000000000000"
"227","227.0000000000000000"
"1138","1138.0000000000000000"
"6303","787.8750000000000000"
"1715","1715.0000000000000000"
"2686","1343.0000000000000000"
"1102","1102.0000000000000000"
"713","713.0000000000000000"
"744","744.0000000000000000"
"128","128.0000000000000000"
"420","420.0000000000000000"
"609","609.0000000000000000"
"247","247.0000000000000000"
"39","39.0000000000000000"
"1420","1420.0000000000000000"
"938","938.0000000000000000"
"1467","1467.0000000000000000"
"992","992.0000000000000000"
"855","855.0000000000000000"
"561","561.0000000000000000"
"168","168.0000000000000000"
"6270","1254.0000000000000000"
"891","891.0000000000000000"
"10677","970.6363636363636364"
"1375","687.5000000000000000"
"139","139.0000000000000000"
"1008","1008.0000000000000000"
"1234","1234.0000000000000000"
"527","527.0000000000000000"
"493","493.0000000000000000"
"170","170.0000000000000000"
"4467","1116.7500000000000000"
"1676","838.0000000000000000"
"15284","955.2500000000000000"
"934","467.0000000000000000"
"1709","1709.0000000000000000"
"73","73.0000000000000000"
"546","546.0000000000000000"
"1378","1378.0000000000000000"
"1328","1328.0000000000000000"
"2410","1205.0000000000000000"
"1132","1132.0000000000000000"
"523","523.0000000000000000"
"491","491.0000000000000000"
"3795","948.7500000000000000"
"715","715.0000000000000000"
"965","965.0000000000000000"
"1412","1412.0000000000000000"
"718","718.0000000000000000"
"2046","1023.0000000000000000"
"41","41.0000000000000000"
"3758","1252.6666666666666667"
"418","418.0000000000000000"
"188","188.0000000000000000"
"954","954.0000000000000000"
"708","354.0000000000000000"
"257","257.0000000000000000"
"2697","674.2500000000000000"
"1626","813.0000000000000000"
"369","369.0000000000000000"
"1750","875.0000000000000000"
"1261","1261.0000000000000000"
"2517","1258.5000000000000000"
"1015","507.5000000000000000"
"1655","1655.0000000000000000"
"467","467.0000000000000000"
"1158","1158.0000000000000000"
"3747","749.4000000000000000"
"791","791.0000000000000000"
"1531","510.3333333333333333"
"827","827.0000000000000000"
"234","234.0000000000000000"
"428","428.0000000000000000"
"35","35.0000000000000000"
"5","5.0000000000000000"
"265","265.0000000000000000"
"748","748.0000000000000000"
"199","199.0000000000000000"
"4103","1025.7500000000000000"
"177","177.0000000000000000"
"3908","977.0000000000000000"
"404","404.0000000000000000"
"828","828.0000000000000000"
"2522","1261.0000000000000000"
"119","119.0000000000000000"
"639","639.0000000000000000"
"1230","1230.0000000000000000"
"4119","1373.0000000000000000"
"2876","1438.0000000000000000"
"1609","1609.0000000000000000"
"1625","1625.0000000000000000"
"5189","1037.8000000000000000"
"1160","1160.0000000000000000"
"49","49.0000000000000000"
"1082","541.0000000000000000"
"125","125.0000000000000000"
"2241","1120.5000000000000000"
"2694","898.0000000000000000"
"1844","922.0000000000000000"
"554","554.0000000000000000"
"632","632.0000000000000000"
"2224","1112.0000000000000000"
"985","985.0000000000000000"
"545","545.0000000000000000"
"176","176.0000000000000000"
"1092","1092.0000000000000000"
"1065","1065.0000000000000000"
"215","107.5000000000000000"
"14","14.0000000000000000"
"261","261.0000000000000000"
"712","712.0000000000000000"
"207","207.0000000000000000"
"147","147.0000000000000000"
"1126","1126.0000000000000000"
"8316","831.6000000000000000"
"1308","1308.0000000000000000"
"1631","1631.0000000000000000"
"262","262.0000000000000000"
"829","829.0000000000000000"
"767","767.0000000000000000"
"569","569.0000000000000000"
"669","669.0000000000000000"
"1168","1168.0000000000000000"
"1382","691.0000000000000000"
"230","230.0000000000000000"
"2560","853.3333333333333333"
"5800","725.0000000000000000"
"1732","866.0000000000000000"
"1711","1711.0000000000000000"
"1277","1277.0000000000000000"
"719","719.0000000000000000"
"503","503.0000000000000000"
"3514","1171.3333333333333333"
"1231","1231.0000000000000000"
"1359","679.5000000000000000"
"1339","1339.0000000000000000"
"1616","1616.0000000000000000"
"702","702.0000000000000000"
"544","544.0000000000000000"
"348","348.0000000000000000"
"2983","1491.5000000000000000"
"1376","1376.0000000000000000"
"3164","1054.6666666666666667"
"1478","1478.0000000000000000"
"803","803.0000000000000000"
"280","280.0000000000000000"
"162","162.0000000000000000"
"510","510.0000000000000000"
"59","59.0000000000000000"
"2132","1066.0000000000000000"
"1477","1477.0000000000000000"
"924","924.0000000000000000"
"386","386.0000000000000000"
"813","813.0000000000000000"
"1828","609.3333333333333333"
"419","419.0000000000000000"
"2465","1232.5000000000000000"
"11095","693.4375000000000000"
"5243","1048.6000000000000000"
"786","786.0000000000000000"
"1247","623.5000000000000000"
"2501","1250.5000000000000000"
"373","373.0000000000000000"
"426","426.0000000000000000"
"308","308.0000000000000000"
"3499","1166.3333333333333333"
"132","132.0000000000000000"
"382","382.0000000000000000"
"15","15.0000000000000000"
"1299","1299.0000000000000000"
"615","615.0000000000000000"
"3994","998.5000000000000000"
"655","655.0000000000000000"
"781","781.0000000000000000"
"3091","1545.5000000000000000"
"2394","1197.0000000000000000"
"1089","1089.0000000000000000"
"2003","667.6666666666666667"
"145","145.0000000000000000"
"1622","540.6666666666666667"
"591","591.0000000000000000"
"893","893.0000000000000000"
"558","558.0000000000000000"
"1106","1106.0000000000000000"
"1469","1469.0000000000000000"
"2514","838.0000000000000000"
"1440","1440.0000000000000000"
"4598","919.6000000000000000"
"1962","981.0000000000000000"
"522","522.0000000000000000"
"961","961.0000000000000000"
"2855","1427.5000000000000000"
"3606","601.0000000000000000"
"1086","1086.0000000000000000"
"688","688.0000000000000000"
"1293","646.5000000000000000"
"1321","1321.0000000000000000"
"1265","1265.0000000000000000"
"101","101.0000000000000000"
"5018","1254.5000000000000000"
"560","560.0000000000000000"
"1233","1233.0000000000000000"
"2121","1060.5000000000000000"
"326","326.0000000000000000"
"592","592.0000000000000000"
"1181","1181.0000000000000000"
"595","595.0000000000000000"
"393","393.0000000000000000"
"1446","723.0000000000000000"
"934","934.0000000000000000"
"1653","1653.0000000000000000"
"2514","838.0000000000000000"
"1146","1146.0000000000000000"
"804","804.0000000000000000"
"1865","932.5000000000000000"
"461","461.0000000000000000"
"268","268.0000000000000000"
"3254","1627.0000000000000000"
"5926","1185.2000000000000000"
"1696","1696.0000000000000000"
"279","279.0000000000000000"
"520","520.0000000000000000"
"885","885.0000000000000000"
"1412","706.0000000000000000"
"901","901.0000000000000000"
"389","389.0000000000000000"
"1296","648.0000000000000000"
"1866","933.0000000000000000"
"814","407.0000000000000000"
"4363","872.6000000000000000"
"1524","1524.0000000000000000"
"202","202.0000000000000000"
"1619","1619.0000000000000000"
"1327","1327.0000000000000000"
"709","709.0000000000000000"
"659","659.0000000000000000"
"717","358.5000000000000000"
"619","619.0000000000000000"
"1477","492.3333333333333333"
"543","271.5000000000000000"
"58","58.0000000000000000"
"1621","1621.0000000000000000"
"777","777.0000000000000000"
"305","305.0000000000000000"
"2593","1296.5000000000000000"
"1372","1372.0000000000000000"
"3812","953.0000000000000000"
"756","378.0000000000000000"
"1608","1608.0000000000000000"
"408","408.0000000000000000"
"331","331.0000000000000000"
"1185","1185.0000000000000000"
"1007","1007.0000000000000000"
"978","978.0000000000000000"
"1206","1206.0000000000000000"
"1720","1720.0000000000000000"
"1684","1684.0000000000000000"
"1498","1498.0000000000000000"
"1491","1491.0000000000000000"
"1381","1381.0000000000000000"
"2540","846.6666666666666667"
"114","114.0000000000000000"
"2225","556.2500000000000000"
"1395","1395.0000000000000000"
"1310","1310.0000000000000000"
"512","512.0000000000000000"
"7439","1239.8333333333333333"
"1649","549.6666666666666667"
"33","33.0000000000000000"
"678","678.0000000000000000"
"1324","1324.0000000000000000"
"54","54.0000000000000000"
"541","541.0000000000000000"
"1166","1166.0000000000000000"
"1526","1526.0000000000000000"
"6720","960.0000000000000000"
"379","379.0000000000000000"
"1266","1266.0000000000000000"
"941","941.0000000000000000"
"455","455.0000000000000000"
"1122","1122.0000000000000000"
"764","764.0000000000000000"
"374","187.0000000000000000"
"1546","1546.0000000000000000"
"564","564.0000000000000000"
"421","421.0000000000000000"
"1479","1479.0000000000000000"
"89","89.0000000000000000"
"86","86.0000000000000000"
"1175","1175.0000000000000000"
"854","854.0000000000000000"
"2395","1197.5000000000000000"
"1062","1062.0000000000000000"
"1013","1013.0000000000000000"
"1005","502.5000000000000000"
"1686","843.0000000000000000"
"1287","643.5000000000000000"
"1554","1554.0000000000000000"
"97","97.0000000000000000"
"2136","534.0000000000000000"
"663","663.0000000000000000"
"416","416.0000000000000000"
"2712","1356.0000000000000000"
"594","594.0000000000000000"
"4767","1589.0000000000000000"
"634","634.0000000000000000"
"755","755.0000000000000000"
"1570","1570.0000000000000000"
"1776","888.0000000000000000"
"457","457.0000000000000000"
"3226","460.8571428571428571"
"1668","1668.0000000000000000"
"5390","1347.5000000000000000"
"1396","1396.0000000000000000"
"834","417.0000000000000000"
"1568","1568.0000000000000000"
"1073","1073.0000000000000000"
"648","648.0000000000000000"
"312","312.0000000000000000"
"42","42.0000000000000000"
"360","360.0000000000000000"
"704","704.0000000000000000"
"466","466.0000000000000000"
"1111","1111.0000000000000000"
"763","763.0000000000000000"
"839","839.0000000000000000"
"9413","941.3000000000000000"
"300","300.0000000000000000"
"1399","1399.0000000000000000"
"363","363.0000000000000000"
"822","822.0000000000000000"
"1601","1601.0000000000000000"
"563","563.0000000000000000"
"253","253.0000000000000000"
"256","256.0000000000000000"
"681","681.0000000000000000"
"2075","691.6666666666666667"
"1512","1512.0000000000000000"
"2046","1023.0000000000000000"
"263","263.0000000000000000"
"2953","1476.5000000000000000"
"1021","1021.0000000000000000"
"711","711.0000000000000000"
"739","739.0000000000000000"
"6686","955.1428571428571429"
"1677","1677.0000000000000000"
"15641","920.0588235294117647"
"545","272.5000000000000000"
"1659","1659.0000000000000000"
"873","873.0000000000000000"
"994","994.0000000000000000"
"255","255.0000000000000000"
"614","614.0000000000000000"
"626","626.0000000000000000"
"515","515.0000000000000000"
"853","853.0000000000000000"
"496","496.0000000000000000"
"2608","869.3333333333333333"
"2743","1371.5000000000000000"
"489","489.0000000000000000"
"111","111.0000000000000000"
"1288","644.0000000000000000"
"1827","913.5000000000000000"
"2728","909.3333333333333333"
"55","55.0000000000000000"
"899","899.0000000000000000"
"2187","729.0000000000000000"
"98","98.0000000000000000"
"1643","1643.0000000000000000"
"1274","1274.0000000000000000"
"519","519.0000000000000000"
"707","707.0000000000000000"
"129","129.0000000000000000"
"18","18.0000000000000000"
"557","557.0000000000000000"
"1141","1141.0000000000000000"
"882","882.0000000000000000"
"1191","1191.0000000000000000"
"1312","1312.0000000000000000"
"570","570.0000000000000000"
"1186","1186.0000000000000000"
"1075","1075.0000000000000000"
"1692","1692.0000000000000000"
"894","894.0000000000000000"
"617","617.0000000000000000"
"1071","1071.0000000000000000"
"1020","1020.0000000000000000"
"988","988.0000000000000000"
"2850","950.0000000000000000"
"346","346.0000000000000000"
"1232","1232.0000000000000000"
"2145","715.0000000000000000"
"1760","880.0000000000000000"
"1898","949.0000000000000000"
"1622","1622.0000000000000000"
"826","826.0000000000000000"
"2693","897.6666666666666667"
"3472","868.0000000000000000"
"1969","656.3333333333333333"
"1723","1723.0000000000000000"
"1337","1337.0000000000000000"
"399","399.0000000000000000"
"113","113.0000000000000000"
"449","449.0000000000000000"
"960","960.0000000000000000"
"7240","1034.2857142857142857"
"2767","1383.5000000000000000"
"5765","823.5714285714285714"
"258","258.0000000000000000"
"1572","1572.0000000000000000"
"1706","1706.0000000000000000"
"1216","1216.0000000000000000"
"575","575.0000000000000000"
"1409","1409.0000000000000000"
"823","823.0000000000000000"
"384","384.0000000000000000"
"814","814.0000000000000000"
"1302","1302.0000000000000000"
"1217","608.5000000000000000"
"679","679.0000000000000000"
"4150","1383.3333333333333333"
"76","76.0000000000000000"
"1340","1340.0000000000000000"
"733","733.0000000000000000"
"1512","756.0000000000000000"
"1253","1253.0000000000000000"
"1419","1419.0000000000000000"
"1602","1602.0000000000000000"
"2981","993.6666666666666667"
"164","82.0000000000000000"
"919","459.5000000000000000"
"1511","1511.0000000000000000"
"1710","1710.0000000000000000"
"1697","1697.0000000000000000"
"1117","1117.0000000000000000"
"2448","1224.0000000000000000"
"443","443.0000000000000000"
"970","970.0000000000000000"
"1978","659.3333333333333333"
"277","277.0000000000000000"
"2009","669.6666666666666667"
"1473","1473.0000000000000000"
"2395","1197.5000000000000000"
"533","533.0000000000000000"
"1290","1290.0000000000000000"
"760","760.0000000000000000"
"272","272.0000000000000000"
"90","90.0000000000000000"
"3726","931.5000000000000000"
"1624","1624.0000000000000000"
"1083","1083.0000000000000000"
"5272","585.7777777777777778"
"51","51.0000000000000000"
"5674","1134.8000000000000000"
"1151","1151.0000000000000000"
"1019","1019.0000000000000000"
"1015","1015.0000000000000000"
"1260","1260.0000000000000000"
"316","316.0000000000000000"
"1472","1472.0000000000000000"
"1159","1159.0000000000000000"
"3271","1090.3333333333333333"
"434","434.0000000000000000"
"958","958.0000000000000000"
"948","948.0000000000000000"
"1002","1002.0000000000000000"
"468","468.0000000000000000"
"1470","1470.0000000000000000"
"72","72.0000000000000000"
"5136","1284.0000000000000000"
"29","29.0000000000000000"
"2357","785.6666666666666667"
"1677","559.0000000000000000"
"175","175.0000000000000000"
"133","133.0000000000000000"
"1049","1049.0000000000000000"
"1393","1393.0000000000000000"
"2125","1062.5000000000000000"
"107","107.0000000000000000"
"718","359.0000000000000000"
"77","77.0000000000000000"
"1387","1387.0000000000000000"
"2535","845.0000000000000000"
"1528","764.0000000000000000"
"986","986.0000000000000000"
"4148","691.3333333333333333"
"585","585.0000000000000000"